186652084433715200,Raptors (they/them)
137237535700156416,Lukas04
165218678097313792,overtyped
665310034514673686,Chipware
328288016147677185,big wang
684888487518011435,glub
280553457457430529,Nervosus
149337600656670720,Knightjames
127822990699266050,Sinistrus
251093424365764608,Surf
116268274232066048,Kenetor
292803015562231819,Brodawg
265004575142969344,Claw262
582422787466067980,VilleFB
294819837652369408,FreeFr34
98086552931938304,MrXeno
670591976986509315,Intel Link
129728601409978368,Usafviper
256249250571223040,Funcle Sunny
639514410926473234,KageGeist
515559463135215631,Siegfried-
272913189442813952,Jakobx13
290478778873020416,Havoc1917 👁
592392323397189648,Brodo Fraggins
579582501132042252,Captainatom931
733720929993228329,Collective Central Mind
721185694688608306,Starmap
370753346518253579,Medic
477132815033434113,Saris
281571341696761856,Fisker
146089176226463744,Vavalon
307299124150272002,Cretannia
190750549426044928,Casparov
696097900844810381,Tanagrinhalo6
253865975168892928,a pohjois
349260203730141184,Panzer
148502525920673792,SirSoulless
212332373751103489,PHoenixOPHury
333680297122201613,Jose_Ducha
560579702209773589,Mae!
511205053424730132,Psykey
320488449734082562,GeneralSyb
486259209319481376,GamingPigeon
140641604812668928,GamingMoose
203700132921868288,Nyefari
435393425957978114,mrchip
370391698439929856,TNT_MAN
381099254866771968,g.w.a.c.a.
415728773108072449,venomelf
456465826728378382,Kieffer5101
359102094277607424,Shwetty26
252894830378614784,LoadingLoot
200020504248188928,Warner
188956164950720512,Timothy
544699187061719040,SixteenAlphabets
269712644334813184,Syber
289260882691883008,canary
149534494032920576,Popchip
320623904681099266,admiral bard
349339444702347274,kidx9
173390738619367424,William_Temeraire
235501536082526208,Pyro
84309520582455296,Nordwolf
156203282354667520,Aleuvian
548912410937786368,Eagle's Test Account
350775822518321152,LegoProdigy
147672180631666688,rolfsten
679056629123252244,foca
373135498367205389,XanderSae
266266802466717696,Waselon
564981058483781632,The_Gaming_Tortoise
642147170144878595,Kronos
232531135328944129,V-Sync
438592241993252864,Warrior
110016179732516864,OldRockgod
240840143936815114,.BadNation
530250237663641601,Combustible
475387415469621278,ExtendedMag
472022116309663762,Lunar
265217534939234304,DevL
155716748585205760,xedre
746804295965343875,JimTheGreek13
114177875032145928,PvtGrumpy
182890528768000002,Volcano
446395888785686538,Aces
386333744187047946,awafflemaster42
164525273503498240,Craven
237604945459675136,Palladium
179943505119019011,vernes
318756837266554881,IHave
430061353999532034,Niffels
272143648114606083,Strikeeaglechase
330670952730066946,Fishboi
413502007605985280,Bobereto
238481713183850496,NumeraticNebula
533009808501112881,CheesiestMaster
443640524130484235,!⫷ 🅻🅸🆅🅸🅶🅾⫸!
498707844699258901,Bondsmith
307235926956834817,traditional
177617565487595521,BagleMiester
598296108112019456,PyRO
310231949455130624,MoonSet
434711871061491716,Azurethi
145153482243047424,Podick
249159149269680129,TheLostBoiT
219491115248648192,Scadouge
206868454685409280,destravous
150567278209925121,Hatman
315242209081294849,Fraze_
285309480416051200,Deur3
348217881739264010,CalenLoki
418725361891672064,doot
413436259613016095,Qrahn
155809631837487104,GrandpaCheetah
271404992219447296,Krasavice Blasen
338377763461267456,Poimon
655382201038405632,So0bek
326411880539226124,Mito
186260996980080641,Some1Gee
623452304905076737,gg_gb20
219663786586537986,Vladdican
245571855593766912,AcceptableCasualties
390662318146715648,AnotherKunkle
259149819908456450,Aerzaal
148552084533280773,Kap
260017895600291840,dommy
312680806344818699,turbo
196715167088771072,Zaff
291325426662637568,DarthBacon
679069910294331453,Metz
238194337253556224,BenCo
439193926650298381,Meboy1000
497340145016504320,Chad Revan
216072176149725194,MuNk
335226016727564290,Ryulord
197220716775604225,Darknclaw
243578401082966016,Salephz
